"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.five","Answer.four","Answer.one","Answer.three","Answer.two","Approve","Reject"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","30BUDKLTXDV8W0T3RQQXC2AK9615EB","ADAGUJNWMEPT6","Approved","Thu Jan 04 15:18:02 PST 2018","Thu Jan 04 15:18:27 PST 2018","Thu Jan 04 15:18:27 PST 2018","2018-01-04 23:18:36 UTC","","","25","100% (2/2)","100% (1/1)","100% (1/1)","nearsightedness","diabetes","arthritis","gastric reflux","hypertension"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","30BUDKLTXDV8W0T3RQQXC2AK99B5ER","A1S88VQY8G8CNC","Approved","Fri Jan 05 11:22:45 PST 2018","Fri Jan 05 11:25:20 PST 2018","Fri Jan 05 11:25:20 PST 2018","2018-01-05 19:25:35 UTC","","","155","100% (4/4)","100% (1/1)","100% (1/1)","cancer","arthritis","high blood pressure","migraine headaches","obesity"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","30H4UDGLT2IA1Y3ZS3NUNGKA98IMPS","A2CU75UPXCS8J6","Approved","Thu Jan 04 19:44:27 PST 2018","Thu Jan 04 19:45:26 PST 2018","Thu Jan 04 19:45:26 PST 2018","2018-01-05 03:45:35 UTC","","","59","100% (1/1)","100% (1/1)","100% (1/1)","sinus infection","vomiting","Diabetes","cold","High Blood Pressure"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","336YQZE83VE68OLG8OEGPAFTIA2M5V","AKDXDUOMK3XVD","Approved","Fri Jan 05 08:18:25 PST 2018","Fri Jan 05 08:19:53 PST 2018","Fri Jan 05 08:19:53 PST 2018","2018-01-05 16:20:35 UTC","","","88","100% (1/1)","100% (1/1)","100% (1/1)","Arthritis","Hepatitis","Alzheimer's","Flu","Cancer"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","33NF62TLXJ2JPZ0YCE5UB76UB6JKJR","A2FE6HDHREXIJ5","Approved","Fri Jan 05 04:33:16 PST 2018","Fri Jan 05 04:34:20 PST 2018","Fri Jan 05 04:34:20 PST 2018","2018-01-05 12:34:35 UTC","","","64","100% (2/2)","100% (1/1)","100% (1/1)","copd","angina","asthma","anemia","diabetes"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","34HJIJKLP5W72SBP8BWX7ESS96I4VM","A28FONGJUKJEVK","Approved","Thu Jan 04 23:49:39 PST 2018","Thu Jan 04 23:52:04 PST 2018","Thu Jan 04 23:52:04 PST 2018","2018-01-05 07:52:35 UTC","","","145","100% (2/2)","100% (1/1)","100% (1/1)","Thyroid","Nerve Disorder","Cancer","Tumour","Heart Attack"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","36AHBNMV1RC16IPN6XKAHHQS4ZGYD3","A1GKEEI844CEKI","Approved","Thu Jan 04 18:14:06 PST 2018","Thu Jan 04 18:14:24 PST 2018","Thu Jan 04 18:14:24 PST 2018","2018-01-05 02:14:35 UTC","","","18","100% (1/1)","100% (1/1)","100% (1/1)","GI","Virus","SInus INfection","Cold","Flu"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","373ERPL3YO8ZQ69YESSVEPFH4YJTR9","A718171FDZ6HC","Approved","Thu Jan 04 17:28:01 PST 2018","Thu Jan 04 17:29:33 PST 2018","Thu Jan 04 17:29:33 PST 2018","2018-01-05 01:30:35 UTC","","","92","100% (1/1)","100% (1/1)","100% (1/1)","heart disease","HIV","multiple sclerosis","cancer","dementia"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","39JEC7537U1AXWO41Q2FQC4G1IWVCL","ACSS93E03ZUGX","Approved","Thu Jan 04 17:22:03 PST 2018","Thu Jan 04 17:22:41 PST 2018","Thu Jan 04 17:22:41 PST 2018","2018-01-05 01:23:35 UTC","","","38","100% (1/1)","100% (1/1)","100% (1/1)","Tuberculosis","Influenza","Congestive heart failure","Diabetes","Strep throat"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3A4NIXBJ76ZKADO10BUN6ZBQ4YQLM2","A2BPBFN87X32NO","Approved","Thu Jan 04 14:52:33 PST 2018","Thu Jan 04 14:53:46 PST 2018","Thu Jan 04 14:53:46 PST 2018","2018-01-04 22:54:35 UTC","","","73","100% (1/1)","100% (1/1)","100% (1/1)","allergies","psoriasis","cold","cancer","strep throat"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3AAPLD8UCCHM1CVVING10LDBHPOTHF","AVOF14300525D","Approved","Thu Jan 04 18:02:17 PST 2018","Thu Jan 04 18:02:53 PST 2018","Thu Jan 04 18:02:53 PST 2018","2018-01-05 02:03:35 UTC","","","36","100% (2/2)","100% (1/1)","100% (1/1)","cold","flu","cancer","obesity","heart disease"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3BV8HQ2ZZW11PRC5G4YG8PYTKNJ6A4","A1G94QON7A9K0N","Approved","Thu Jan 04 22:53:06 PST 2018","Thu Jan 04 22:53:37 PST 2018","Thu Jan 04 22:53:37 PST 2018","2018-01-05 06:54:35 UTC","","","31","100% (1/1)","100% (1/1)","100% (1/1)","sinus infections","jaw pain","flat feet","teeth pain","bleeding stomach"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3C5W7UE9CFQFA75QEUXBHT6DB8CMX3","A252Z0ZJ7PF59Q","Approved","Fri Jan 05 00:17:53 PST 2018","Fri Jan 05 00:18:22 PST 2018","Fri Jan 05 00:18:22 PST 2018","2018-01-05 08:18:36 UTC","","","29","100% (1/1)","100% (1/1)","100% (1/1)","Cancer","Heart Disease","Flu","Diabetes","Pneumonia"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3D8YOU6S9EKL40Q3M9F78QANRQ9U62","A2HNP1YL1IBFMU","Approved","Thu Jan 04 22:40:30 PST 2018","Thu Jan 04 22:42:12 PST 2018","Thu Jan 04 22:42:12 PST 2018","2018-01-05 06:42:35 UTC","","","102","100% (1/1)","100% (1/1)","100% (1/1)","Common Cold","Bronchitis","Diabetes","Viral Fever","Hypertension"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3DH6GAKTYYP49JUJYF97899VSJ7YZN","APXNY64HXO08K","Approved","Fri Jan 05 05:11:39 PST 2018","Fri Jan 05 05:23:24 PST 2018","Fri Jan 05 05:23:24 PST 2018","2018-01-05 13:23:35 UTC","","","705","100% (1/1)","100% (1/1)","100% (1/1)","flu","lupus","lyme","chronic fatigue","fibromyalgia"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3EFVCAY5L39ZUYYX3P8RL2X3G7DJ8X","A2QNZ7FUBNVZUX","Approved","Fri Jan 05 13:15:52 PST 2018","Fri Jan 05 13:16:29 PST 2018","Fri Jan 05 13:16:29 PST 2018","2018-01-05 21:17:35 UTC","","","37","100% (1/1)","100% (1/1)","100% (1/1)","cancer","heart disease","sleep apnea","bells palsy","multiple sclerosis"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3FK0YFF9PZG6W5U4S7XKG4S5MP3VVB","A1DABMXVWWL0TR","Approved","Thu Jan 04 14:36:11 PST 2018","Thu Jan 04 14:36:50 PST 2018","Thu Jan 04 14:36:50 PST 2018","2018-01-04 22:37:35 UTC","","","39","100% (1/1)","100% (1/1)","100% (1/1)","hypertension","poly-cystic kidney disease","diabetes","renal failure","lupus"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3HFNH7HEMHEV908SHD4OAGQNILEQG7","AZSX83KOOREJ0","Approved","Fri Jan 05 11:48:45 PST 2018","Fri Jan 05 11:50:57 PST 2018","Fri Jan 05 11:50:57 PST 2018","2018-01-05 19:51:35 UTC","","","132","100% (1/1)","100% (1/1)","100% (1/1)","thrombosis","arteriosclerosis","influenza","diabetes","bronchitis"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3IJXV6UZ1XJ9HSTNKGTR0ID8THUIR8","A1PAR1TMKFPKQE","Approved","Thu Jan 04 14:31:52 PST 2018","Thu Jan 04 14:33:10 PST 2018","Thu Jan 04 14:33:10 PST 2018","2018-01-04 22:33:35 UTC","","","78","100% (1/1)","100% (1/1)","100% (1/1)","Graves Disease","Bipolar Disorder","Breast Cancer","Liver Cirrhosis","Hypothyroidism"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3IQ1VMJRYTKO7AE3EB1SSZPVANKA9A","AK81F0NOBFJS3","Approved","Thu Jan 04 14:45:07 PST 2018","Thu Jan 04 14:46:09 PST 2018","Thu Jan 04 14:46:09 PST 2018","2018-01-04 22:46:35 UTC","","","62","100% (3/3)","100% (1/1)","100% (1/1)","Arthritis","Cancer","Major Depression","Hypertension","Anxiety"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3IXQG4FA2TYTQKJVKP1ONA91S5C9BB","A2LV5432PV1S39","Approved","Thu Jan 04 16:45:39 PST 2018","Thu Jan 04 16:46:50 PST 2018","Thu Jan 04 16:46:50 PST 2018","2018-01-05 00:47:35 UTC","","","71","100% (3/3)","100% (1/1)","100% (1/1)","Arthritis","Asthma","Cold","Measles","Flu"
"3SSN80MU8COHXZ7T3GFTDWJP5QKXKV","33SOUKKDKX1ZHPUQPYESSXGIL8JX10","List some illnesses","Make a list of common illnesses, diseases, and health conditions that you know about.","brainstorm, diseases, cognitive science, language","$0.10","Thu Jan 04 14:15:52 PST 2018","50","BatchId:3067999;OriginalHitTemplateId:712361150;","1800","0","Thu Jan 11 14:15:52 PST 2018","","","3JWH6J9I9SDEFMNPLZKT5B4LXVJNBG","A1DX8T0U3UTD0R","Approved","Thu Jan 04 20:52:46 PST 2018","Thu Jan 04 20:53:51 PST 2018","Thu Jan 04 20:53:51 PST 2018","2018-01-05 04:54:35 UTC","","","65","100% (1/1)","100% (1/1)","100% (1/1)","Asthma","Hyper Thyroidism","Cancer","Depression","Hypertension"
